,title,author,main_genre,sub_genre,type,price,rating,num_of_people_rated,autor_api,year_public,isbn,price_euro
3189,The Options Trading Strategies Handbook,Karthik Muthumohan,Higher Education Textbooks,Business & Finance,Paperback,₹185.00,3.8,259.0,Vignesh MUTHUMOHAN,2021.0,9798788335636,2.072
3192,Breaking The Mould,Raghuram G Rajan and Rohit Lamba/रघुराम जी. राजन और रोहित लाम्बा,Higher Education Textbooks,Business & Finance,Paperback,₹254.00,4.4,29.0,Tim Roberts,2022.0,191371778X,2.8447999999999998
3200,Cracking the Coding Interview,Gayle Laakmann McDowell,Higher Education Textbooks,Computer Science,Paperback,₹599.00,4.5,8722.0,Gayle Laakmann McDowell,2010.0,145157827X,6.7088
3201,Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Narasimha Karumanchi,Higher Education Textbooks,Computer Science,Paperback,₹575.00,4.4,2993.0,Narasimha Karumanchi,2016.0,819324527X,6.4399999999999995
3205,The Coming Wave,Mustafa Suleyman,Higher Education Textbooks,Computer Science,Paperback,₹583.00,4.3,1343.0,Oliver Optic,2014.0,1499701934,6.5296
3228,Being You,Professor Anil Seth,Higher Education Textbooks,Computer Science,Paperback,₹389.00,4.5,1392.0,Philip Gourevitch,1998.0,9781433203497,4.3568
3229,Machine Learning using Python,Manaranjan Pradhan,Higher Education Textbooks,Computer Science,Paperback,₹582.00,4.3,640.0,Manaranjan Pradhan and U Dinesh Kumar,,9788126579907,6.5184
3231,The MANIAC,Benjamin Labatut,Higher Education Textbooks,Computer Science,Paperback,₹469.99,4.6,664.0,Irving Wallace,1978.0,0552091456,5.263888
3234,Data Structures Through C In Depth,S.K.Srivastava/Deepali Srivastava,Higher Education Textbooks,Computer Science,Paperback,₹390.00,4.4,952.0,S.K. Srivastava,2004.0,8176567418,4.368
3247,"INTRODUCTION TO ALGORITHMS, FOURTH EDITION",Charles E. Leiserson,Higher Education Textbooks,Computer Science,Hardcover,"₹3,400.00",4.6,492.0,Thomas H. Cormen,2022.0,9780262046305,38.08
3248,Algorithms,Sanjoy Dasgupta,Higher Education Textbooks,Computer Science,Paperback,₹640.00,5.0,2.0,Thomas H. Cormen,2009.0,0262531968,7.168
3249,Let Us C++,Yashavant Kanetkar,Higher Education Textbooks,Computer Science,Paperback,₹363.00,4.3,788.0,Yashavant P. Kanetkar,2007.0,8183331637,4.0656
3250,Cracking the Coding Interview,Gayle Laakmann McDowell,Higher Education Textbooks,Engineering Textbooks,Paperback,₹599.00,4.5,8722.0,Gayle Laakmann McDowell,2010.0,145157827X,6.7088
3251,Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Narasimha Karumanchi,Higher Education Textbooks,Engineering Textbooks,Paperback,₹575.00,4.4,2993.0,Narasimha Karumanchi,2016.0,819324527X,6.4399999999999995
3260,The Coming Wave,Mustafa Suleyman,Higher Education Textbooks,Engineering Textbooks,Paperback,₹583.00,4.3,1343.0,Oliver Optic,2014.0,1499701934,6.5296
3277,Objective Electrical Technology,VK Mehta,Higher Education Textbooks,Engineering Textbooks,Paperback,₹580.00,4.2,128.0,V.K. Mehta,2004.0,8121920973,6.4959999999999996
3282,Steam Tables,R.S Khurmi,Higher Education Textbooks,Engineering Textbooks,Paperback,₹75.00,4.4,808.0,American Society of Mechanical Engineers,1968.0,,0.84
3287,Linear Algebra and its Applications,Gilbert Strang,Higher Education Textbooks,Engineering Textbooks,Paperback,₹401.00,4.6,697.0,Gilbert Strang,1980.0,9780126736502,4.4912
3290,Being You,Professor Anil Seth,Higher Education Textbooks,Engineering Textbooks,Paperback,₹389.00,4.5,1392.0,Philip Gourevitch,1998.0,9781433203497,4.3568
3291,Machine Learning using Python,Manaranjan Pradhan,Higher Education Textbooks,Engineering Textbooks,Paperback,₹582.00,4.3,640.0,Manaranjan Pradhan and U Dinesh Kumar,,9788126579907,6.5184
3293,Practical Finite Element Analysis,Nitin S.Gokhale,Higher Education Textbooks,Engineering Textbooks,Paperback,₹540.00,4.6,386.0,Nitin S.Gokhale,2020.0,8190619500,6.048
3295,The MANIAC,Benjamin Labatut,Higher Education Textbooks,Engineering Textbooks,Paperback,₹469.99,4.6,664.0,Irving Wallace,1978.0,0552091456,5.263888
3298,Data Structures Through C In Depth,S.K.Srivastava/Deepali Srivastava,Higher Education Textbooks,Engineering Textbooks,Paperback,₹390.00,4.4,952.0,S.K. Srivastava,2004.0,8176567418,4.368
3301,Dark Psychology Secrets & Manipulation,Amy Brown,Higher Education Textbooks,Social Sciences,Paperback,₹130.00,4.2,337.0,Brandon Covert,2020.0,9798670185141,1.456
3305,Maybe You Should Talk To Someone,Lori Gottlieb,Higher Education Textbooks,Social Sciences,Paperback,₹477.00,4.6,42275.0,Lori Gottlieb,2019.0,9781799717423,5.3424
3309,The Communist Manifesto,Karl Marx,Higher Education Textbooks,Social Sciences,Paperback,₹98.00,4.4,11916.0,David Boyle,2004.0,9780764128387,1.0976
3315,HOOKED,Nir Eyal,Higher Education Textbooks,Social Sciences,Hardcover,₹453.00,4.6,7474.0,Hooked on Phonics,2005.0,1931020671,5.0736
3319,"Anthropology, 15e","Peter N. Peregrine Carol R. Ember, Melvin R. Ember",Higher Education Textbooks,Social Sciences,Paperback,₹718.00,4.4,1217.0,Conrad Kottak,2013.0,125913296X,8.0416
3320,"Psychology, 6e",Ciccarelli & Misra,Higher Education Textbooks,Social Sciences,Paperback,₹679.00,4.4,160.0,Richard A. Griggs,2020.0,1319355730,7.6048
3321,The Interpretation of Dreams,Sigmund Freud,Higher Education Textbooks,Social Sciences,Paperback,₹179.00,4.4,1079.0,Sigmund Freud,2018.0,9780344155192,2.0048
3323,CLEOPATRA AND FRANKENSTEIN,Coco Mellors,Higher Education Textbooks,Social Sciences,Paperback,₹324.00,4.3,5756.0,Coco Mellors,2023.0,9780008421779,3.6288
3324,The Motorcycle Diaries,Ernesto ‘Che’ Guevara,Higher Education Textbooks,Social Sciences,Paperback,₹279.00,4.4,221.0,Desconocido,2005.0,,3.1248
3325,Pelican Books,David Spiegelhalter,Higher Education Textbooks,Social Sciences,Paperback,₹357.00,4.5,3509.0,H. J Eysenck,1962.0,,3.9984
3326,Breaking The Mould,Raghuram G Rajan and Rohit Lamba/रघुराम जी. राजन और रोहित लाम्बा,Higher Education Textbooks,Social Sciences,Paperback,₹254.00,4.4,29.0,Tim Roberts,2022.0,191371778X,2.8447999999999998
3327,Beyond Good & Evil,Friedrich Nietzsche,Higher Education Textbooks,Social Sciences,Paperback,₹117.00,4.4,4784.0,Friedrich Nietzsche,2019.0,9781411428225,1.3104
3331,Independence,Chitra Banerjee Divakaruni,Higher Education Textbooks,Social Sciences,Paperback,₹324.00,4.4,1133.0,ILEA Chemistry Project Team,1983.0,071954047X,3.6288
3338,Psychology 5th Edition,Baron/Misra,Higher Education Textbooks,Social Sciences,Paperback,₹590.00,4.5,2293.0,? Misra Girishwar K. Ciccarelli Saundra White J. Noland,2017.0,9352861795,6.608
3341,The World for Sale,Jack Farchy,Higher Education Textbooks,Social Sciences,Paperback,₹401.00,4.6,2766.0,Gilbert Parker,2005.0,9781419188664,4.4912
3345,Aryans,Charles Allen,Higher Education Textbooks,Social Sciences,Hardcover,₹559.00,4.3,21.0,John Beames,2017.0,9780342327492,6.2608
3347,Being You,Professor Anil Seth,Higher Education Textbooks,Social Sciences,Paperback,₹389.00,4.5,1392.0,Philip Gourevitch,1998.0,9781433203497,4.3568
3351,Meditations,Marcus Aurelius,History,Ancient,Paperback,₹99.00,4.3,3149.0,Marcus Aurelius,1626.0,1945644575,1.1088
3352,Meditations,Marcus Aurelius,History,Ancient,Paperback,₹234.00,4.4,6975.0,Marcus Aurelius,1626.0,1945644575,2.6208
3360,Letters from a Stoic,Seneca,History,Ancient,Paperback,₹206.00,4.0,29.0,Seneca the Younger,1969.0,0140442103,2.3072
3364,The Art of War,Lionel Giles translator,History,Ancient,Audible Audiobook,₹333.00,4.4,4986.0,Sun Tzu,1950.0,0465072046,3.7296
3365,Aryans,Charles Allen,History,Ancient,Hardcover,₹559.00,4.3,21.0,John Beames,2017.0,9780342327492,6.2608
3368,Land of Seven Rivers,Sanjeev Sanyal,History,Ancient,Audible Audiobook,₹879.00,4.5,2236.0,Sanjeev Sanyal,2013.0,0143420933,9.8448
3370,Discourses and Selected Writings,Epictetus,History,Ancient,Paperback,₹286.00,4.7,2701.0,Epictetus,2008.0,0140449469,3.2032
3371,Indians,Namit Arora/नमित अरोरा (Author) Anil Yadav (Translator),History,Ancient,Paperback,₹292.00,4.5,7.0,Lynne Reid Banks,2004.0,9781557360342,3.2704
3376,Meditations,Marcus Aurelius,History,Ancient,Paperback,₹99.00,4.3,9229.0,Marcus Aurelius,1626.0,1945644575,1.1088
3377,Meditations (Penguin Classics),Marcus Aurelius,History,Ancient,Kindle Edition,₹216.82,4.4,6975.0,Desconocido,,,2.428384
3381,Ancient India,R. C. Majumdar,History,Ancient,Paperback,₹270.00,4.4,523.0,R. S. Sharma,2005.0,9780195667141,3.024
3385,India: A History,John Keay,History,Ancient,Paperback,₹629.00,4.4,781.0,Romila Thapar,1966.0,9780140138351,7.0447999999999995
3389,Politics,Aristotle,History,Ancient,Kindle Edition,₹37.95,4.5,2067.0,Aristotle,1561.0,9782251000602,0.42504000000000003
3392,ASHOKA,Charles Allen,History,Ancient,Paperback,₹473.00,4.4,383.0,"Allen, Charles",2012.0,9781408701966,5.2976
3394,"The Horse, the Wheel, and Language: How Bronze-Age Riders from the Eurasian Steppes Shaped the Modern World",David W. Anthony,History,Ancient,Paperback,"₹1,604.17",4.5,937.0,David W. Anthony,2010.0,9780691148182,17.966704
3395,Somanatha : The Many Voices of a History,Romila Thapar,History,Ancient,Paperback,₹242.00,4.4,148.0,ROMILA THAPAR,,9781844670208,2.7104
3397,The Mahabharata : Volume 10,Bibek Debroy (Tr),History,Ancient,Paperback,₹338.00,4.5,36.0,Kisari Mohan Ganguli,1900.0,,3.7856
3405,Make You Bed,William H. McRaven,History,Biographies & Autobiographies,Hardcover,₹209.00,4.5,20651.0,Tamicka Higgins,2016.0,1539572684,2.3407999999999998
3407,AUTOBIOGRAPHY OF A YOGI,Paramahansa Yogananda,History,Biographies & Autobiographies,Paperback,₹199.00,4.6,11173.0,Yogananda Paramahansa,1946.0,9780554224664,2.2288
3408,The Diary of A Young Girl,Anne Frank,History,Biographies & Autobiographies,Paperback,₹119.00,4.5,34935.0,Anne Frank,2020.0,9789352782772,1.3328
3412,Autobiography of A Yogi (Hindi),Paramahansa Yogananda,History,Biographies & Autobiographies,Paperback,₹179.00,4.6,4553.0,Paramhansa Yogananda,2010.0,9789380676371,2.0048
3415,TWELFTH FAIL,Anurag Pathak,History,Biographies & Autobiographies,Paperback,₹137.00,4.7,1036.0,Anurag Pathak,2019.0,9788194170105,1.5344
3417,Why I Killed Gandhi?,Nathuram Godse,History,Biographies & Autobiographies,Paperback,₹159.00,4.1,8010.0,Nathuram Vinayak Godse,2020.0,9783956763182,1.7808
3418,Shoe Dog,Phil Knight,History,Biographies & Autobiographies,Paperback,₹321.00,4.6,58096.0,Phil Knight,2016.0,9781471146718,3.5952
3419,"My Inventions, Autobiography of Nikola Tesla",Nikola Tesla,History,Biographies & Autobiographies,Paperback,₹99.00,4.5,5111.0,Nikola Tesla,2013.0,1940177383,1.1088
3420,Autobiography of a Yogi,Paramahansa Yogananda,History,Biographies & Autobiographies,Audible Audiobook,"₹1,126.00",4.6,11173.0,Yogananda Paramahansa,1946.0,9780554224664,12.6112
3424,Chanakya Neeti,Acharya Chanakya,History,Biographies & Autobiographies,Audible Audiobook,₹225.00,4.4,5634.0,R.P. Jain,2015.0,8184302118,2.52
3428,Autobiography of A Yogi,Paramahansa Yogananda,History,Biographies & Autobiographies,Paperback,₹159.00,4.6,11173.0,Yogananda Paramahansa,1946.0,9780554224664,1.7808
3431,The Story of My Experiments With Truth,Mahatma Gandhi,History,Biographies & Autobiographies,Paperback,₹149.00,4.5,12116.0,Mohandas Karamchand Gandhi,1929.0,,1.6688
3439,You Are Born to Blossom,DR APJ ABDUL KALAM,History,Biographies & Autobiographies,Paperback,₹199.00,4.5,1957.0,APJ Abdul Kalam and Arun K. Tiwari,2008.0,8184300360,2.2288
3441,"Here, There and Everywhere",Murty Sudha,History,Biographies & Autobiographies,Paperback,₹162.00,4.6,4042.0,Frederic Hamilton,1937.0,1435332105,1.8144
3444,The Unusual Billionaires,Saurabh Mukherjea,History,Biographies & Autobiographies,Paperback,₹271.00,4.5,2236.0,Saurabh Mukherjea,2016.0,0670089257,3.0352
3453,THE ARTIST'S WAY,Julia Cameron,"Language, Linguistics & Writing",Writing Guides,Paperback,₹519.00,4.5,10871.0,Julia Cameron,1992.0,9789877352306,5.8128
3456,"MLA Handbook, 9/e",The Modern Language Association of America,"Language, Linguistics & Writing",Writing Guides,Paperback,₹348.00,4.7,1195.0,Diana Hacker,2016.0,1319085474,3.8976
3461,Screenplay,Syd Field,"Language, Linguistics & Writing",Writing Guides,Paperback,₹644.52,4.5,3216.0,J. K. Rowling,2016.0,0606396683,7.218624
3463,Bird by Bird,Anne Lamott,"Language, Linguistics & Writing",Writing Guides,Paperback,₹406.25,4.5,7550.0,Anne Lamott,2015.0,1501258958,4.55
3467,The Anatomy of Story,John Truby,"Language, Linguistics & Writing",Writing Guides,Paperback,₹479.00,4.6,2871.0,John Truby,2008.0,0865479933,5.3648
3468,"Story: Style, Structure, Substance, and the Principles of Screenwriting",Robert McKee,"Language, Linguistics & Writing",Writing Guides,Hardcover,"₹2,612.00",4.7,2653.0,Desconocido,,,29.2544
3469,In Other Words,Jhumpa Lahiri,"Language, Linguistics & Writing",Writing Guides,Paperback,₹205.00,4.2,1068.0,Mona Baker,2011.0,1138666882,2.296
3481,BURN AFTER WRITING,Sharon Jones,"Language, Linguistics & Writing",Writing Guides,Paperback,₹325.00,4.6,80511.0,Sharon Jones,2014.0,1529148391,3.64
3486,The Science of Storytelling,Will Storr,"Language, Linguistics & Writing",Writing Guides,Audible Audiobook,"₹1,172.00",4.5,1707.0,Will Storr,2019.0,9781690585107,13.1264
3489,My Big Book Of Patterns And Pencil Control,Wonder House Books,"Language, Linguistics & Writing",Writing Guides,Paperback,₹259.00,4.4,1227.0,Wonder House Books,2019.0,9388810600,2.9008
3490,As I Like It,Karan Thapar,"Language, Linguistics & Writing",Writing Guides,Kindle Edition,₹295.00,4.3,47.0,William Lyon Phelps,1923.0,,3.304
3498,Daily Rituals,Mason Currey,"Language, Linguistics & Writing",Writing Guides,Paperback,₹481.00,4.1,673.0,Mason Currey,2013.0,1447271475,5.3872
3542,Handbook on INTERNAL AUDITING,CA. KAMAL GARG,Law,Tax Law,Unknown Binding,₹980.00,5.0,2.0,S. B. Chakraborty,1983.0,,10.975999999999999
3551,Metamorphosis,Franz Kafka,Literature & Fiction,Classic Fiction,Paperback,₹89.00,4.5,11646.0,Franz Kafka,1938.0,9781936041282,0.9968
3554,THE POWER OF YOUR SUBCONSCIOUS MIND,Joseph Murphy,Literature & Fiction,Classic Fiction,Paperback,₹115.00,4.5,81265.0,Joseph Murphy,1963.0,1722501243,1.288
3555,1984,George Orwell,Literature & Fiction,Classic Fiction,Paperback,₹99.00,4.5,125234.0,Michael Dean,2008.0,1408292467,1.1088
3556,The Time Machine,H. G. Wells,Literature & Fiction,Classic Fiction,Paperback,₹99.00,4.4,4532.0,H. G. Wells,1922.0,1717437915,1.1088
3557,As a Man Thinketh,James Allen,Literature & Fiction,Classic Fiction,Paperback,₹69.00,4.4,12254.0,James Allen,1985.0,9781597771191,0.7728
3558,Crime And Punishment,Fyodor Dostoyevsky,Literature & Fiction,Classic Fiction,Paperback,₹239.00,4.5,13869.0,Фёдор Михайлович Достоевский,2016.0,1092974156,2.6768
3562,The Complete Novel of Sherlock Holmes,Arthur Conan Doyle,Literature & Fiction,Classic Fiction,Paperback,₹169.00,4.4,19923.0,Arthur Conan Doyle,2017.0,8175994312,1.8928
3563,"Magic Drum and Other Favourite Stories, The [Paperback] Sudha Murty",Murty Sudha,Literature & Fiction,Classic Fiction,Paperback,₹167.00,4.7,3943.0,SUDHA MURTY,2015.0,0143333631,1.8704
3564,TO KILL A MOCKINGBIRD,Harper Lee,Literature & Fiction,Classic Fiction,Paperback,₹301.00,4.5,125576.0,Harper Lee,1960.0,0446314730,3.3712
3565,Bell the Bell Jar,Sylvia Plath,Literature & Fiction,Classic Fiction,Paperback,₹227.00,4.3,25695.0,Sylvia Plath,1963.0,9781622402939,2.5423999999999998
3566,ANIMAL FARM,George Orwell,Literature & Fiction,Classic Fiction,Paperback,₹85.00,4.6,78287.0,George Orwell,1945.0,9798986065960,0.952
3567,Crime and Punishment ( Unabridged Classics),Fyodor Dostoevsky,Literature & Fiction,Classic Fiction,Paperback,₹208.00,4.6,1200.0,Fyodor Dostoevsky (Author); Constance Garnett (Translated from the Russian by),1959.0,,2.3296
3568,Dune,Frank Herbert,Literature & Fiction,Classic Fiction,Mass Market Paperback,₹344.00,4.5,88530.0,Frank Herbert,1965.0,9788576571018,3.8528
3570,The Prophet,Kahlil Gibran,Literature & Fiction,Classic Fiction,Paperback,₹76.00,4.5,588.0,Kahlil Gibran,1923.0,2290040533,0.8512
3573,The Secret Garden,Frances Hodgson Burnett,Literature & Fiction,Classic Fiction,Paperback,₹139.00,4.4,20158.0,Frances Hodgson Burnett,2065.0,0439099390,1.5568
3575,White Nights,Fyodor Dostoyevsky,Literature & Fiction,Classic Fiction,Paperback,₹85.00,3.9,5.0,Jim Butcher,2007.0,045146155X,0.952
3576,Siddhartha,Hermann Hesse,Literature & Fiction,Classic Fiction,Paperback,₹99.00,4.5,19200.0,Hermann Hesse,1922.0,1513136593,1.1088
3579,What Got You Here Wont Get You There: How Successful People Become Even More Successful,Marshall Goldsmith,Literature & Fiction,Classic Fiction,Paperback,₹259.00,4.5,4737.0,Marshall Goldsmith,2013.0,9781781251560,2.9008
3580,THE BIRD WITH GOLDEN WINGS,Sudha Murty,Literature & Fiction,Classic Fiction,Paperback,₹139.00,4.6,3790.0,Sudhā Mūrti,2009.0,9780143331032,1.5568
3581,Mythos,Stephen Fry,Literature & Fiction,Classic Fiction,Audible Audiobook,₹957.00,4.6,18384.0,Stephen Fry,2017.0,1452178917,10.718399999999999
3584,The Politics,Aristotle,Literature & Fiction,Classic Fiction,Paperback,₹109.00,4.5,2067.0,William Paley,1788.0,0865973806,1.2207999999999999
3585,Alchemist,Paulo Coelho,Literature & Fiction,Classic Fiction,Paperback,₹245.00,4.5,2254.0,Paulo Coelho,1988.0,9780060533779,2.7439999999999998
3587,The Little Prince,Antoine De Saint-Exupéry,Literature & Fiction,Classic Fiction,Paperback,₹137.00,4.5,14684.0,Thomas Barichella,2013.0,1467707376,1.5344
3588,As a Man Thinketh [Paperback] James Allen,James Allen,Literature & Fiction,Classic Fiction,Paperback,₹50.00,4.4,16861.0,James Allen,1998.0,1530024188,0.5599999999999999
3590,HOW TO STOP WORRYING AND START LIVING,Dale Carnegie,Literature & Fiction,Classic Fiction,Paperback,₹136.00,4.4,27619.0,Dale Carnegie,1936.0,4041019656,1.5231999999999999
3591,Jonathan Livingston Seagull: A Story,Richard Bach,Literature & Fiction,Classic Fiction,Paperback,₹227.00,4.5,12867.0,"Bach,Richard",1973.0,,2.5423999999999998
3593,Macbeth,William Shakespeare,Literature & Fiction,Classic Fiction,Paperback,₹99.00,4.4,5054.0,William Shakespeare,1673.0,9781899644773,1.1088
3595,PREMALEKHANAM,VAIKOM MUHAMMAD BASHEER,Literature & Fiction,Classic Fiction,Paperback,₹80.00,4.6,1049.0,"Basheer, Vaikom Muhammad",1984.0,,0.896
3598,STRANGER,Albert Camus,Literature & Fiction,Classic Fiction,Paperback,₹337.00,4.6,10116.0,Robert A. Heinlein,1961.0,9781984802781,3.7744
3600,The Hidden Hindu,Akshat Gupta,Literature & Fiction,"Crime, Thriller & Mystery",Paperback,₹159.00,4.4,3346.0,Akshat Gupta,2021.0,9780143456551,1.7808
3601,The Perfect Murder,Ruskin Bond,Literature & Fiction,"Crime, Thriller & Mystery",Kindle Edition,₹149.47,3.9,1727.0,H. R. F. Keating,2009.0,9780792709800,1.674064
3608,Crime And Punishment,Fyodor Dostoyevsky,Literature & Fiction,"Crime, Thriller & Mystery",Paperback,₹239.00,4.5,13869.0,Фёдор Михайлович Достоевский,2016.0,1092974156,2.6768
3611,THE HOUSEMAID,Freida Mcfadden,Literature & Fiction,"Crime, Thriller & Mystery",Paperback,₹323.00,4.3,242023.0,Freida McFadden,2022.0,9781803144382,3.6176
3613,Tempted By The Devil (Kings Of Mafia),Michelle Heard,Literature & Fiction,"Crime, Thriller & Mystery",Kindle Edition,₹416.00,4.2,11657.0,Desconocido,,9798864768549,4.6592
3614,The Complete Novel of Sherlock Holmes,Arthur Conan Doyle,Literature & Fiction,"Crime, Thriller & Mystery",Paperback,₹169.00,4.4,19923.0,Arthur Conan Doyle,2017.0,8175994312,1.8928
